CompanyName,OrderID,ProductName,Quantity,UnitPrice,TotalAfterDiscount
Ernst Handel,10514,Rössle Sauerkraut,35,45.6,$1596.00
Ernst Handel,10514,Sir Rodney's Marmalade,39,81,$3159.00
Ernst Handel,10571,Singaporean Hokkien Fried Mee,28,14,$333.20
Ernst Handel,10571,Tofu,11,23.25,$217.39
Ernst Handel,10595,Gudbrandsdalsost,65,36,$1755.00
Ernst Handel,10595,Sirop d'érable,120,28.5,$2565.00
Ernst Handel,10595,Steeleye Stout,30,18,$405.00
Ernst Handel,10633,Gumbär Gummibärchen,35,31.23,$929.09
Ernst Handel,10633,Konbu,13,6,$66.30
Ernst Handel,10633,Queso Manchego La Pastora,36,38,$1162.80
Ernst Handel,10633,Tarte au sucre,80,49.3,$3352.40
Ernst Handel,10667,Flotemysost,14,21.5,$240.80
Ernst Handel,10667,Gudbrandsdalsost,45,36,$1296.00
Ernst Handel,10698,Carnival Cotton Candy,8,39,$296.40
Ernst Handel,10698,Louisiana Fiery Hot Pepper Sauce,65,21.05,$1299.84
Ernst Handel,10698,Outback Lager,8,15,$114.00
Ernst Handel,10698,Queso Cabrales,15,21,$315.00
Ernst Handel,10698,Thüringer Rostbratwurst,12,123.79,$1411.21
Ernst Handel,10764,Chartreuse verte,130,18,$2106.00
Ernst Handel,10764,Maple Syrup,20,10,$180.00
Ernst Handel,10771,Flotemysost,16,21.5,$344.00
Ernst Handel,10773,Carnival Cotton Candy,33,39,$1287.00
Ernst Handel,10773,Gorgonzola Telino,70,12.5,$700.00
Ernst Handel,10773,Rhönbräu Klosterbier,7,7.75,$43.40
Ernst Handel,10776,Gorgonzola Telino,16,12.5,$190.00
Ernst Handel,10776,Manjimup Dried Apples,120,53,$6042.00
Ernst Handel,10776,Rogede sild,27,9.5,$243.68
Ernst Handel,10776,Singaporean Hokkien Fried Mee,12,14,$159.60
Ernst Handel,10795,Carnival Cotton Candy,35,39,$1023.75
Ernst Handel,10795,Pavlova,65,17.45,$1134.25
Ernst Handel,10836,Camembert Pierrot,60,34,$2040.00
Ernst Handel,10836,Gustaf's Knäckebröd,52,21,$1092.00
Ernst Handel,10836,Ravioli Angelo,24,19.5,$468.00
Ernst Handel,10836,Steeleye Stout,6,18,$108.00
Ernst Handel,10836,Wimmers gute Semmelknödel,30,33.25,$997.50
Ernst Handel,10854,Konbu,65,6,$331.50
Ernst Handel,10895,Boston Crab Meat,91,18.4,$1674.40
Ernst Handel,10895,Camembert Pierrot,100,34,$3400.00
Ernst Handel,10895,Chartreuse verte,45,18,$810.00
Ernst Handel,10895,Guaraná Fantástica,110,4.5,$495.00
Ernst Handel,10968,Guaraná Fantástica,30,4.5,$135.00
Ernst Handel,10968,Queso Manchego La Pastora,30,38,$1140.00
Ernst Handel,10968,Wimmers gute Semmelknödel,4,33.25,$133.00
Ernst Handel,10979,Gorgonzola Telino,24,12.5,$300.00
Ernst Handel,10979,Guaraná Fantástica,80,4.5,$360.00
Ernst Handel,10979,Queso Manchego La Pastora,20,38,$760.00
Ernst Handel,10979,Schoggi Schokolade,30,43.9,$1317.00
Ernst Handel,10979,Uncle Bob's Organic Dried Pears,18,30,$540.00
Ernst Handel,10979,Vegie-spread,35,43.9,$1536.50
Ernst Handel,10990,Pâté chinois,65,24,$1326.00
Ernst Handel,10990,Sasquatch Ale,60,14,$714.00
Ernst Handel,10990,Sir Rodney's Scones,65,10,$650.00
Ernst Handel,10990,Sirop d'érable,66,28.5,$1598.85
Ernst Handel,11008,Flotemysost,21,21.5,$451.50
Ernst Handel,11008,Rössle Sauerkraut,70,45.6,$3032.40
Ernst Handel,11008,Sasquatch Ale,90,14,$1197.00
Ernst Handel,11017,Maple Syrup,25,10,$250.00
Ernst Handel,11017,Outback Lager,30,15,$450.00
Ernst Handel,11017,Peanut Butter Cups,110,55,$6050.00
Ernst Handel,11072,Chang,8,19,$152.00
Ernst Handel,11072,Jack's New England Clam Chowder,40,9.65,$386.00
Ernst Handel,11072,Valkoinen suklaa,22,16.25,$357.50
Ernst Handel,11072,Wimmers gute Semmelknödel,130,33.25,$4322.50
Familia Arquibaldo,10347,Boston Crab Meat,4,14.7,$58.80
Familia Arquibaldo,10347,Chartreuse verte,50,14.4,$612.00
Familia Arquibaldo,10347,Rhönbräu Klosterbier,6,6.2,$31.62
Familia Arquibaldo,10386,Guaraná Fantástica,15,3.6,$54.00
Familia Arquibaldo,10386,Sasquatch Ale,10,11.2,$112.00
Familia Arquibaldo,10414,Geitost,50,2,$100.00
Familia Arquibaldo,10414,Teatime Chocolate Biscuits,18,7.3,$124.83
Familia Arquibaldo,10512,Camembert Pierrot,12,34,$346.80
Familia Arquibaldo,10512,Guaraná Fantástica,10,4.5,$38.25
Familia Arquibaldo,10512,Spegesild,9,12,$91.80
Familia Arquibaldo,10512,Zaanse koeken,6,9.5,$48.45
Familia Arquibaldo,10581,Rhönbräu Klosterbier,50,7.75,$310.00
Familia Arquibaldo,10650,Nord-Ost Matjeshering,30,25.89,$776.70
Familia Arquibaldo,10650,Perth Pasties,25,32.8,$779.00
Familia Arquibaldo,10650,Tourtière,30,7.45,$223.50
Familia Arquibaldo,10725,Filo Mix,4,7,$28.00
Familia Arquibaldo,10725,Jack's New England Clam Chowder,12,9.65,$115.80
Familia Arquibaldo,10725,Pâté chinois,6,24,$144.00
Folies gourmandes,10408,Gravad lax,10,20.8,$208.00
Folies gourmandes,10408,Tarte au sucre,35,39.4,$1379.00
Folies gourmandes,10408,Tourtière,6,5.9,$35.40
Folies gourmandes,10480,Peanut Butter Cups,12,44,$528.00
Folies gourmandes,10480,Zaanse koeken,30,7.6,$228.00
Folies gourmandes,10634,Manjimup Dried Apples,15,53,$795.00
Folies gourmandes,10634,Rhönbräu Klosterbier,2,7.75,$15.50
Folies gourmandes,10634,Uncle Bob's Organic Dried Pears,35,30,$1050.00
Folies gourmandes,10763,Guaraná Fantástica,20,4.5,$90.00
Folies gourmandes,10763,Gustaf's Knäckebröd,6,21,$126.00
Folies gourmandes,10763,Sir Rodney's Scones,40,10,$400.00
Folies gourmandes,10789,Scottish Longbreads,18,12.5,$225.00
Folies gourmandes,10789,Steeleye Stout,15,18,$270.00
Folies gourmandes,10789,Vegie-spread,30,43.9,$1317.00
Folk och fä HB,10264,Chang,35,15.2,$532.00
Folk och fä HB,10264,Jack's New England Clam Chowder,25,7.7,$163.63
Folk och fä HB,10327,Chang,25,15.2,$304.00
Folk och fä HB,10327,Escargots de Bourgogne,30,10.6,$254.40
Folk och fä HB,10327,Nord-Ost Matjeshering,35,20.7,$579.60
Folk och fä HB,10327,Queso Cabrales,50,16.8,$672.00
Folk och fä HB,10378,Flotemysost,6,17.2,$103.20
Folk och fä HB,10434,Lakkalikööri,18,14.4,$220.32
Folk och fä HB,10434,Queso Cabrales,6,16.8,$100.80
Folk och fä HB,10460,Rhönbräu Klosterbier,4,6.2,$18.60
Folk och fä HB,10460,Scottish Longbreads,21,10,$157.50
Folk och fä HB,10533,Chef Anton's Cajun Seasoning,50,22,$1045.00
Folk och fä HB,10533,Mozzarella di Giovanni,24,34.8,$835.20
Folk och fä HB,10533,Röd Kaviar,24,15,$342.00
Folk och fä HB,10561,Gula Malacca,10,19.45,$194.50
Folk och fä HB,10561,Manjimup Dried Apples,50,53,$2650.00
Folk och fä HB,10703,Chang,5,19,$95.00
Folk och fä HB,10703,Peanut Butter Cups,35,55,$1925.00
Folk och fä HB,10703,Röd Kaviar,35,15,$525.00
Folk och fä HB,10762,Chartreuse verte,16,18,$288.00
Folk och fä HB,10762,Gnocchi di nonna Alice,60,38,$2280.00
Folk och fä HB,10762,Manjimup Dried Apples,28,53,$1484.00
Folk och fä HB,10762,Zaanse koeken,30,9.5,$285.00
Folk och fä HB,10774,Gorgonzola Telino,2,12.5,$18.75
Folk och fä HB,10774,Louisiana Hot Spiced Okra,50,17,$850.00
Folk och fä HB,10824,Jack's New England Clam Chowder,12,9.65,$115.80
Folk och fä HB,10824,Outback Lager,9,15,$135.00
Folk och fä HB,10880,Outback Lager,50,15,$600.00
Folk och fä HB,10880,Sirop d'érable,30,28.5,$684.00
Folk och fä HB,10880,Tunnbröd,30,9,$216.00
Folk och fä HB,10902,Pâté chinois,30,24,$612.00
Folk och fä HB,10902,Tarte au sucre,6,49.3,$251.43
Folk och fä HB,10955,Rhönbräu Klosterbier,12,7.75,$74.40
Folk och fä HB,10977,Chartreuse verte,30,18,$540.00
Folk och fä HB,10977,Manjimup Dried Apples,10,53,$530.00
Folk och fä HB,10977,Vegie-spread,20,43.9,$878.00
Folk och fä HB,10977,Zaanse koeken,30,9.5,$285.00
Folk och fä HB,10980,Rhönbräu Klosterbier,40,7.75,$248.00
Folk och fä HB,10993,Jack's New England Clam Chowder,35,9.65,$253.31
Folk och fä HB,10993,Thüringer Rostbratwurst,50,123.79,$4642.13
Folk och fä HB,11001,Gustaf's Knäckebröd,25,21,$525.00
Folk och fä HB,11001,Pâté chinois,6,24,$144.00
Folk och fä HB,11001,Spegesild,25,12,$300.00
Folk och fä HB,11001,Uncle Bob's Organic Dried Pears,60,30,$1800.00
Folk och fä HB,11050,Lakkalikööri,50,18,$810.00
France restauration,10671,Louisiana Fiery Hot Pepper Sauce,12,21.05,$252.60
France restauration,10671,Pavlova,10,17.45,$174.50
France restauration,10671,Tarte au sucre,10,49.3,$493.00
France restauration,10860,Lakkalikööri,20,18,$360.00
France restauration,10860,Manjimup Dried Apples,3,53,$159.00
France restauration,10971,Thüringer Rostbratwurst,14,123.79,$1733.06
Franchi S.p.A.,10422,Gumbär Gummibärchen,2,24.9,$49.80
Franchi S.p.A.,10710,Teatime Chocolate Biscuits,5,9.2,$46.00
Franchi S.p.A.,10710,Zaanse koeken,5,9.5,$47.50
Franchi S.p.A.,10753,Longlife Tofu,5,10,$50.00
Franchi S.p.A.,10753,Rogede sild,4,9.5,$38.00
Franchi S.p.A.,10807,Boston Crab Meat,1,18.4,$18.40
Franchi S.p.A.,11026,Manjimup Dried Apples,10,53,$530.00
Franchi S.p.A.,11060,Camembert Pierrot,4,34,$136.00
Franchi S.p.A.,11060,Original Frankfurter grüne Soße,10,13,$130.00
Frankenversand,10267,Boston Crab Meat,50,14.7,$735.00
Frankenversand,10267,Lakkalikööri,15,14.4,$183.60
Frankenversand,10267,Peanut Butter Cups,70,44,$2618.00
Frankenversand,10337,Gravad lax,28,20.8,$582.40
Frankenversand,10337,Gumbär Gummibärchen,24,24.9,$597.60
Frankenversand,10337,Inlagd Sill,20,15.2,$304.00
Frankenversand,10337,Mozzarella di Giovanni,25,27.8,$695.00
Frankenversand,10337,Tunnbröd,40,7.2,$288.00
Frankenversand,10342,Chang,24,15.2,$291.84
Frankenversand,10342,Gorgonzola Telino,56,10,$448.00
Frankenversand,10342,Inlagd Sill,40,15.2,$486.40
Frankenversand,10342,Pâté chinois,40,19.2,$614.40
Frankenversand,10396,Flotemysost,60,17.2,$1032.00
Frankenversand,10396,Mozzarella di Giovanni,21,27.8,$583.80
Frankenversand,10396,Tunnbröd,40,7.2,$288.00
Frankenversand,10488,Peanut Butter Cups,30,44,$1320.00
Frankenversand,10488,Röd Kaviar,20,12,$192.00
Frankenversand,10560,Nord-Ost Matjeshering,20,25.89,$517.80
Frankenversand,10560,Tarte au sucre,15,49.3,$554.63
Frankenversand,10623,Guaraná Fantástica,3,4.5,$13.50
Frankenversand,10623,Sir Rodney's Scones,25,10,$225.00
Frankenversand,10623,Steeleye Stout,30,18,$486.00
Frankenversand,10623,Teatime Chocolate Biscuits,15,9.2,$124.20
Frankenversand,10623,Tofu,21,23.25,$488.25
Frankenversand,10653,Camembert Pierrot,20,34,$612.00
Frankenversand,10653,Pavlova,30,17.45,$471.15
Frankenversand,10670,Laughing Lumberjack Lager,25,14,$350.00
Frankenversand,10670,Rhönbräu Klosterbier,25,7.75,$193.75
Frankenversand,10670,Röd Kaviar,50,15,$750.00
Frankenversand,10670,Spegesild,60,12,$720.00
Frankenversand,10670,Tunnbröd,32,9,$288.00
Frankenversand,10675,Escargots de Bourgogne,30,13.25,$397.50
Frankenversand,10675,Perth Pasties,10,32.8,$328.00
Frankenversand,10675,Tofu,30,23.25,$697.50
Frankenversand,10717,Gudbrandsdalsost,25,36,$855.00
Frankenversand,10717,Sir Rodney's Scones,32,10,$304.00
Frankenversand,10717,Tourtière,15,7.45,$111.75
Frankenversand,10791,Jack's New England Clam Chowder,20,9.65,$183.35
Frankenversand,10791,Thüringer Rostbratwurst,14,123.79,$1646.41
Frankenversand,10859,Guaraná Fantástica,40,4.5,$135.00
Frankenversand,10859,Tourtière,35,7.45,$195.56
Frankenversand,10859,Wimmers gute Semmelknödel,30,33.25,$748.13
Frankenversand,10929,Original Frankfurter grüne Soße,15,13,$195.00
Frankenversand,10929,Rhönbräu Klosterbier,49,7.75,$379.75
Frankenversand,10929,Sir Rodney's Scones,60,10,$600.00
Frankenversand,11012,Camembert Pierrot,36,34,$1162.80
Frankenversand,11012,Flotemysost,60,21.5,$1225.50
Frankenversand,11012,Teatime Chocolate Biscuits,50,9.2,$437.00
Furia Bacalhau e Frutos do Mar,10328,Louisiana Fiery Hot Pepper Sauce,40,16.8,$672.00
Furia Bacalhau e Frutos do Mar,10328,Peanut Butter Cups,9,44,$396.00
Furia Bacalhau e Frutos do Mar,10328,Scottish Longbreads,10,10,$100.00
Furia Bacalhau e Frutos do Mar,10352,Guaraná Fantástica,10,3.6,$36.00
Furia Bacalhau e Frutos do Mar,10352,Tourtière,20,5.9,$100.30
Furia Bacalhau e Frutos do Mar,10464,Camembert Pierrot,20,27.2,$544.00
Furia Bacalhau e Frutos do Mar,10464,Chef Anton's Cajun Seasoning,16,17.6,$225.28
Furia Bacalhau e Frutos do Mar,10464,Gnocchi di nonna Alice,30,30.4,$729.60
Furia Bacalhau e Frutos do Mar,10464,Ipoh Coffee,3,36.8,$110.40
Furia Bacalhau e Frutos do Mar,10491,Gula Malacca,15,15.5,$197.63
Furia Bacalhau e Frutos do Mar,10491,Original Frankfurter grüne Soße,7,10.4,$61.88
Furia Bacalhau e Frutos do Mar,10551,Gula Malacca,40,19.45,$778.00
Furia Bacalhau e Frutos do Mar,10551,Pavlova,40,17.45,$593.30
Furia Bacalhau e Frutos do Mar,10551,Steeleye Stout,20,18,$306.00
Furia Bacalhau e Frutos do Mar,10604,Chocolade,6,12.75,$68.85
Furia Bacalhau e Frutos do Mar,10604,Lakkalikööri,10,18,$162.00
Furia Bacalhau e Frutos do Mar,10664,Gnocchi di nonna Alice,12,38,$387.60
Furia Bacalhau e Frutos do Mar,10664,Louisiana Fiery Hot Pepper Sauce,15,21.05,$268.39
Furia Bacalhau e Frutos do Mar,10963,Camembert Pierrot,2,34,$57.80
Galería del gastrónomo,10366,Louisiana Fiery Hot Pepper Sauce,5,16.8,$84.00
Galería del gastrónomo,10366,Original Frankfurter grüne Soße,5,10.4,$52.00
Galería del gastrónomo,10426,Gnocchi di nonna Alice,5,30.4,$152.00
Galería del gastrónomo,10426,Wimmers gute Semmelknödel,7,26.6,$186.20
Galería del gastrónomo,10928,Lakkalikööri,5,18,$90.00
Galería del gastrónomo,10928,Zaanse koeken,5,9.5,$47.50
Godos Cocina Típica,10303,Boston Crab Meat,40,14.7,$529.20
Godos Cocina Típica,10303,Louisiana Fiery Hot Pepper Sauce,30,16.8,$453.60
Godos Cocina Típica,10303,Scottish Longbreads,15,10,$135.00
Godos Cocina Típica,10550,Carnival Cotton Candy,8,39,$280.80
Godos Cocina Típica,10550,Sir Rodney's Scones,6,10,$54.00
Godos Cocina Típica,10550,Sirop d'érable,10,28.5,$256.50
Godos Cocina Típica,10550,Teatime Chocolate Biscuits,10,9.2,$92.00
Godos Cocina Típica,10629,Thüringer Rostbratwurst,20,123.79,$2475.80
Godos Cocina Típica,10629,Wimmers gute Semmelknödel,9,33.25,$299.25
Godos Cocina Típica,10872,Louisiana Fiery Hot Pepper Sauce,21,21.05,$419.95
Godos Cocina Típica,10872,Pâté chinois,10,24,$228.00
Godos Cocina Típica,10872,Tarte au sucre,20,49.3,$936.70
Godos Cocina Típica,10872,Wimmers gute Semmelknödel,15,33.25,$473.81
Godos Cocina Típica,10888,Chang,20,19,$380.00
Godos Cocina Típica,10888,Scottish Longbreads,18,12.5,$225.00
Godos Cocina Típica,10911,Carnival Cotton Candy,12,39,$468.00
Godos Cocina Típica,10911,Chai,10,18,$180.00
Godos Cocina Típica,10911,Laughing Lumberjack Lager,15,14,$210.00
Godos Cocina Típica,10948,Manjimup Dried Apples,40,53,$2120.00
Godos Cocina Típica,10948,Pâté chinois,4,24,$96.00
Godos Cocina Típica,10948,Valkoinen suklaa,9,16.25,$146.25
Godos Cocina Típica,11009,Camembert Pierrot,9,34,$306.00
Godos Cocina Típica,11009,Guaraná Fantástica,12,4.5,$54.00
Godos Cocina Típica,11009,Inlagd Sill,18,19,$256.50
Godos Cocina Típica,11037,Outback Lager,4,15,$60.00
Gourmet Lanchonetes,10423,Gorgonzola Telino,14,10,$140.00
Gourmet Lanchonetes,10423,Peanut Butter Cups,20,44,$880.00
Gourmet Lanchonetes,10652,Nord-Ost Matjeshering,2,25.89,$38.84
Gourmet Lanchonetes,10652,Singaporean Hokkien Fried Mee,20,14,$280.00
Gourmet Lanchonetes,10685,Jack's New England Clam Chowder,4,9.65,$38.60
Gourmet Lanchonetes,10685,Zaanse koeken,15,9.5,$142.50
Gourmet Lanchonetes,10709,Camembert Pierrot,10,34,$340.00
Gourmet Lanchonetes,10709,Manjimup Dried Apples,28,53,$1484.00
Gourmet Lanchonetes,10709,Northwoods Cranberry Sauce,40,40,$1600.00
Gourmet Lanchonetes,10734,Grandma's Boysenberry Spread,30,25,$750.00
Gourmet Lanchonetes,10734,Lakkalikööri,20,18,$360.00
Gourmet Lanchonetes,10734,Nord-Ost Matjeshering,15,25.89,$388.35
Gourmet Lanchonetes,10777,Singaporean Hokkien Fried Mee,20,14,$224.00
Gourmet Lanchonetes,10790,Gnocchi di nonna Alice,20,38,$646.00
Gourmet Lanchonetes,10790,Uncle Bob's Organic Dried Pears,3,30,$76.50
Gourmet Lanchonetes,10959,Rhönbräu Klosterbier,20,7.75,$131.75
Gourmet Lanchonetes,11049,Chang,10,19,$152.00
Gourmet Lanchonetes,11049,Queso Manchego La Pastora,4,38,$121.60
Great Lakes Food Market,10528,Geitost,8,2.5,$16.00
Great Lakes Food Market,10528,Mozzarella di Giovanni,9,34.8,$313.20
Great Lakes Food Market,10528,Queso Cabrales,3,21,$63.00
Great Lakes Food Market,10589,Steeleye Stout,4,18,$72.00
Great Lakes Food Market,10616,Côte de Blaye Wines,15,263.5,$3754.88
Great Lakes Food Market,10616,Flotemysost,15,21.5,$306.38
Great Lakes Food Market,10616,Gnocchi di nonna Alice,14,38,$532.00
Great Lakes Food Market,10616,Outback Lager,15,15,$213.75
Great Lakes Food Market,10617,Peanut Butter Cups,30,55,$1402.50
Great Lakes Food Market,10656,Gula Malacca,28,19.45,$490.14
Great Lakes Food Market,10656,Tofu,3,23.25,$62.78
Great Lakes Food Market,10656,Zaanse koeken,6,9.5,$51.30
Great Lakes Food Market,10681,Sir Rodney's Scones,12,10,$108.00
Great Lakes Food Market,10681,Teatime Chocolate Biscuits,30,9.2,$248.40
Great Lakes Food Market,10681,Wimmers gute Semmelknödel,28,33.25,$931.00
Great Lakes Food Market,10816,Côte de Blaye Wines,30,263.5,$7509.75
Great Lakes Food Market,10816,Tarte au sucre,20,49.3,$936.70
Great Lakes Food Market,10936,Inlagd Sill,30,19,$456.00
Great Lakes Food Market,11006,Chai,8,18,$144.00
Great Lakes Food Market,11006,Thüringer Rostbratwurst,2,123.79,$185.69
Great Lakes Food Market,11040,Sir Rodney's Scones,20,10,$200.00
Great Lakes Food Market,11061,Camembert Pierrot,15,34,$510.00
GROSELLA-Restaurante,10268,Mozzarella di Giovanni,4,27.8,$111.20
GROSELLA-Restaurante,10268,Thüringer Rostbratwurst,10,99,$990.00
GROSELLA-Restaurante,10785,Rhönbräu Klosterbier,10,7.75,$77.50
Hanari Carnes,10250,Jack's New England Clam Chowder,10,7.7,$77.00
Hanari Carnes,10250,Louisiana Fiery Hot Pepper Sauce,15,16.8,$214.20
Hanari Carnes,10250,Manjimup Dried Apples,35,42.4,$1261.40
Hanari Carnes,10253,Chartreuse verte,42,14.4,$604.80
Hanari Carnes,10253,Gorgonzola Telino,20,10,$200.00
Hanari Carnes,10253,Maxilaku,40,16,$640.00
Hanari Carnes,10541,Côte de Blaye Wines,4,263.5,$948.60
Hanari Carnes,10541,Flotemysost,9,21.5,$174.15
Hanari Carnes,10541,Guaraná Fantástica,35,4.5,$141.75
Hanari Carnes,10541,Louisiana Fiery Hot Pepper Sauce,36,21.05,$682.02
Hanari Carnes,10645,Inlagd Sill,15,19,$285.00
Hanari Carnes,10690,Gnocchi di nonna Alice,20,38,$570.00
Hanari Carnes,10690,Original Frankfurter grüne Soße,30,13,$292.50
Hanari Carnes,10770,Queso Cabrales,15,21,$236.25
Hanari Carnes,10783,Côte de Blaye Wines,5,263.5,$1317.50
Hanari Carnes,10783,Gorgonzola Telino,10,12.5,$125.00
Hanari Carnes,10886,Gorgonzola Telino,35,12.5,$437.50
Hanari Carnes,10886,Original Frankfurter grüne Soße,40,13,$520.00
Hanari Carnes,10903,Konbu,40,6,$240.00
Hanari Carnes,10903,Louisiana Fiery Hot Pepper Sauce,21,21.05,$442.05
Hanari Carnes,10903,Scottish Longbreads,20,12.5,$250.00
Hanari Carnes,10922,Carnival Cotton Candy,15,39,$585.00
Hanari Carnes,10922,Guaraná Fantástica,35,4.5,$157.50
Hanari Carnes,10925,Filo Mix,12,7,$71.40
Hanari Carnes,10925,Inlagd Sill,25,19,$403.75
Hanari Carnes,10981,Côte de Blaye Wines,60,263.5,$15810.00
Hanari Carnes,11022,Gudbrandsdalsost,30,36,$1080.00
Hanari Carnes,11022,Teatime Chocolate Biscuits,35,9.2,$322.00
Hanari Carnes,11052,Ipoh Coffee,30,46,$1104.00
Hanari Carnes,11052,Sirop d'érable,10,28.5,$228.00
HILARION-Abastos,10257,Chartreuse verte,6,14.4,$86.40
HILARION-Abastos,10257,Original Frankfurter grüne Soße,15,10.4,$156.00
HILARION-Abastos,10257,Schoggi Schokolade,25,35.1,$877.50
HILARION-Abastos,10395,Gudbrandsdalsost,8,28.8,$230.40
HILARION-Abastos,10395,Perth Pasties,70,26.2,$1650.60
HILARION-Abastos,10395,Spegesild,28,9.6,$241.92
HILARION-Abastos,10476,Outback Lager,12,12,$144.00
HILARION-Abastos,10476,Pâté chinois,2,19.2,$36.48
HILARION-Abastos,10486,Longlife Tofu,16,8,$128.00
HILARION-Abastos,10486,Manjimup Dried Apples,25,42.4,$1060.00
HILARION-Abastos,10486,Queso Cabrales,5,16.8,$84.00
HILARION-Abastos,10490,Peanut Butter Cups,60,44,$2640.00
HILARION-Abastos,10490,Rhönbräu Klosterbier,36,6.2,$223.20
HILARION-Abastos,10490,Scottish Longbreads,30,10,$300.00
HILARION-Abastos,10498,Boston Crab Meat,5,18.4,$92.00
HILARION-Abastos,10498,Guaraná Fantástica,14,4.5,$63.00
HILARION-Abastos,10498,Singaporean Hokkien Fried Mee,30,14,$420.00
HILARION-Abastos,10552,Gudbrandsdalsost,18,36,$648.00
HILARION-Abastos,10552,Rhönbräu Klosterbier,30,7.75,$232.50
HILARION-Abastos,10601,Konbu,60,6,$360.00
HILARION-Abastos,10601,Peanut Butter Cups,35,55,$1925.00
HILARION-Abastos,10613,Konbu,8,6,$43.20
HILARION-Abastos,10613,Rhönbräu Klosterbier,40,7.75,$310.00
HILARION-Abastos,10641,Boston Crab Meat,60,18.4,$1104.00
HILARION-Abastos,10641,Chang,50,19,$950.00
HILARION-Abastos,10705,Gorgonzola Telino,20,12.5,$250.00
HILARION-Abastos,10705,Mascarpone Fabioli,4,32,$128.00
HILARION-Abastos,10796,Gudbrandsdalsost,24,36,$691.20
HILARION-Abastos,10796,Gula Malacca,10,19.45,$194.50
HILARION-Abastos,10796,Gumbär Gummibärchen,21,31.23,$524.66
HILARION-Abastos,10796,Wimmers gute Semmelknödel,35,33.25,$931.00
HILARION-Abastos,10863,Chai,20,18,$306.00
HILARION-Abastos,10863,Escargots de Bourgogne,12,13.25,$135.15
HILARION-Abastos,10901,Flotemysost,30,21.5,$645.00
HILARION-Abastos,10901,Jack's New England Clam Chowder,30,9.65,$289.50
HILARION-Abastos,10957,Nord-Ost Matjeshering,30,25.89,$776.70
HILARION-Abastos,10957,Steeleye Stout,40,18,$720.00
HILARION-Abastos,10957,Wimmers gute Semmelknödel,8,33.25,$266.00
HILARION-Abastos,10960,Guaraná Fantástica,10,4.5,$33.75
HILARION-Abastos,10960,Jack's New England Clam Chowder,24,9.65,$231.60
HILARION-Abastos,10976,Rössle Sauerkraut,20,45.6,$912.00
HILARION-Abastos,11055,Guaraná Fantástica,15,4.5,$67.50
HILARION-Abastos,11055,Manjimup Dried Apples,20,53,$1060.00
HILARION-Abastos,11055,Ravioli Angelo,20,19.5,$390.00
Hungry Coyote Import Store,10375,Tofu,15,18.6,$279.00
Hungry Coyote Import Store,10375,Tourtière,10,5.9,$59.00
Hungry Coyote Import Store,10394,Konbu,10,4.8,$48.00
Hungry Coyote Import Store,10394,Tarte au sucre,10,39.4,$394.00
Hungry Coyote Import Store,10415,Carnival Cotton Candy,2,31.2,$62.40
Hungry Coyote Import Store,10415,Geitost,20,2,$40.00
Hungry Coyote Import Store,10600,Röd Kaviar,30,15,$450.00
Hungry Coyote Import Store,10600,Tourtière,4,7.45,$29.80
Hungry Coyote Import Store,10660,Sir Rodney's Marmalade,21,81,$1701.00
Hungry Owl All-Night Grocers,10298,Chang,40,15.2,$608.00
Hungry Owl All-Night Grocers,10298,Inlagd Sill,40,15.2,$456.00
Hungry Owl All-Night Grocers,10298,Peanut Butter Cups,30,44,$990.00
Hungry Owl All-Night Grocers,10298,Tarte au sucre,15,39.4,$591.00
Hungry Owl All-Night Grocers,10309,Chef Anton's Cajun Seasoning,20,17.6,$352.00
Hungry Owl All-Night Grocers,10309,Flotemysost,3,17.2,$51.60
Hungry Owl All-Night Grocers,10309,Grandma's Boysenberry Spread,30,20,$600.00
Hungry Owl All-Night Grocers,10309,Ipoh Coffee,20,36.8,$736.00
Hungry Owl All-Night Grocers,10309,Singaporean Hokkien Fried Mee,2,11.2,$22.40
Hungry Owl All-Night Grocers,10335,Chang,7,15.2,$85.12
Hungry Owl All-Night Grocers,10335,Gorgonzola Telino,25,10,$200.00
Hungry Owl All-Night Grocers,10335,Manjimup Dried Apples,48,42.4,$1628.16
Hungry Owl All-Night Grocers,10335,Mascarpone Fabioli,6,25.6,$122.88
Hungry Owl All-Night Grocers,10373,Escargots de Bourgogne,80,10.6,$678.40
Hungry Owl All-Night Grocers,10373,Flotemysost,50,17.2,$688.00
Hungry Owl All-Night Grocers,10380,Camembert Pierrot,6,27.2,$146.88
Hungry Owl All-Night Grocers,10380,Nord-Ost Matjeshering,18,20.7,$335.34
Hungry Owl All-Night Grocers,10380,Outback Lager,30,12,$360.00
Hungry Owl All-Night Grocers,10380,Perth Pasties,20,26.2,$471.60
Hungry Owl All-Night Grocers,10429,Valkoinen suklaa,40,13,$520.00
Hungry Owl All-Night Grocers,10429,Vegie-spread,35,35.1,$921.38
Hungry Owl All-Night Grocers,10503,Louisiana Fiery Hot Pepper Sauce,20,21.05,$421.00
Hungry Owl All-Night Grocers,10503,Tofu,70,23.25,$1627.50
Hungry Owl All-Night Grocers,10516,Carnarvon Tigers,25,62.5,$1406.25
Hungry Owl All-Night Grocers,10516,Jack's New England Clam Chowder,80,9.65,$694.80
Hungry Owl All-Night Grocers,10516,Singaporean Hokkien Fried Mee,20,14,$280.00
